120.83.111.64  ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
27.37.183.179  ,80   ,高匿   ,HTTP ,广东东莞
112.85.131.12  ,9999 ,高匿   ,HTTP ,江苏南通
1.198.73.141   ,9999 ,高匿   ,HTTP ,河南
120.83.108.83  ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
182.34.26.73   ,9999 ,高匿   ,HTTP ,山东烟台
163.204.246.18 ,9999 ,高匿   ,HTTP ,广东
121.233.206.62 ,9999 ,高匿   ,HTTP ,江苏扬州
163.204.242.214,9999 ,高匿   ,HTTP ,广东
180.119.141.173,9999 ,高匿   ,HTTP ,江苏扬州
163.204.244.124,9999 ,高匿   ,HTTP ,广东
117.84.99.167  ,9999 ,高匿   ,HTTP ,江苏无锡
117.91.248.139 ,9999 ,高匿   ,HTTP ,江苏扬州
163.204.245.15 ,9999 ,高匿   ,HTTP ,广东
163.204.244.209,9999 ,高匿   ,HTTP ,广东
117.91.252.240 ,9999 ,高匿   ,HTTP ,江苏扬州
175.155.137.238,80   ,高匿   ,HTTP ,四川德阳
36.248.129.100 ,9999 ,高匿   ,HTTP ,福建福州
114.228.94.105 ,9999 ,高匿   ,HTTP ,江苏常州
125.123.143.180,9999 ,高匿   ,HTTP ,浙江嘉兴
49.76.52.58    ,9999 ,高匿   ,HTTP ,江苏无锡
1.192.243.150  ,9999 ,高匿   ,HTTP ,河南郑州
115.151.141.68 ,9999 ,高匿   ,HTTP ,江西新余
175.42.68.185  ,9999 ,高匿   ,HTTP ,福建宁德
125.123.143.174,9999 ,高匿   ,HTTP ,浙江嘉兴
14.115.106.244 ,808  ,透明   ,HTTP ,广东珠海
121.232.148.147,9000 ,透明   ,HTTP ,江苏镇江
114.227.118.103,9999 ,高匿   ,HTTP ,江苏常州
163.204.243.187,9999 ,高匿   ,HTTP ,广东
122.236.146.166,9999 ,高匿   ,HTTP ,浙江绍兴
1.192.243.6    ,9999 ,高匿   ,HTTP ,河南郑州
123.122.154.20 ,53281,透明   ,HTTP ,北京
125.123.137.2  ,9999 ,高匿   ,HTTP ,浙江嘉兴
180.168.13.26  ,8000 ,高匿   ,HTTP ,上海
1.192.243.249  ,808  ,高匿   ,HTTP ,河南郑州
180.118.134.16 ,9999 ,高匿   ,HTTP ,江苏镇江
121.232.199.59 ,9000 ,透明   ,HTTP ,江苏镇江
123.188.223.154,9999 ,高匿   ,HTTP ,辽宁
27.43.184.101  ,9999 ,高匿   ,HTTP ,广东梅州
1.197.204.116  ,9999 ,高匿   ,HTTP ,河南济源
125.109.196.212,9999 ,高匿   ,HTTP ,浙江温州
163.204.242.30 ,9999 ,高匿   ,HTTP ,广东
1.197.16.103   ,9999 ,高匿   ,HTTP ,河南许昌
1.198.72.87    ,9999 ,高匿   ,HTTP ,河南
1.198.72.111   ,9999 ,高匿   ,HTTP ,河南
112.85.168.182 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.170.108 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.150.59  ,9999 ,高匿   ,HTTP ,江苏南通
1.199.31.214   ,9999 ,高匿   ,HTTP ,河南漯河
1.199.31.217   ,9999 ,高匿   ,HTTP ,河南漯河
112.87.69.73   ,9999 ,高匿   ,HTTP ,江苏宿迁
163.204.247.178,9999 ,高匿   ,HTTP ,广东
123.13.247.95  ,9999 ,透明   ,HTTP ,河南许昌
112.85.131.177 ,9999 ,高匿   ,HTTP ,江苏南通
113.121.23.60  ,9999 ,高匿   ,HTTP ,山东
27.29.163.33   ,9999 ,高匿   ,HTTP ,湖北
112.87.64.191  ,9999 ,高匿   ,HTTP ,江苏宿迁
113.121.23.118 ,9999 ,高匿   ,HTTP ,山东
112.85.164.103 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.164.210 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.168.236 ,9999 ,高匿   ,HTTP ,江苏南通
1.197.204.8    ,9999 ,高匿   ,HTTP ,河南济源
113.121.22.37  ,9999 ,高匿   ,HTTP ,山东
112.85.151.188 ,9999 ,高匿   ,HTTP ,江苏南通
171.80.0.30    ,9999 ,高匿   ,HTTP ,
171.11.33.121  ,9999 ,高匿   ,HTTP ,河南
113.121.40.220 ,9999 ,高匿   ,HTTP ,山东烟台
113.121.21.176 ,9999 ,高匿   ,HTTP ,山东
1.197.203.41   ,9999 ,高匿   ,HTTP ,河南济源
112.85.131.63  ,9999 ,高匿   ,HTTP ,江苏南通
1.198.72.15    ,9999 ,高匿   ,HTTP ,河南
115.28.148.192 ,8118 ,高匿   ,HTTP ,北京
171.80.2.110   ,9999 ,高匿   ,HTTP ,
1.198.72.193   ,9999 ,高匿   ,HTTP ,河南
112.85.164.68  ,9999 ,高匿   ,HTTP ,江苏南通
1.197.204.217  ,9999 ,高匿   ,HTTP ,河南济源
1.192.243.209  ,9999 ,高匿   ,HTTP ,河南郑州
122.193.244.243,9999 ,高匿   ,HTTP ,江苏南通
112.85.169.126 ,9999 ,高匿   ,HTTP ,江苏南通
112.87.68.236  ,9999 ,高匿   ,HTTP ,江苏宿迁
163.125.68.135 ,8888 ,透明   ,HTTP ,广东深圳
116.208.54.212 ,9999 ,高匿   ,HTTP ,湖北襄阳
58.253.155.71  ,9999 ,高匿   ,HTTP ,广东揭阳
1.192.243.166  ,9999 ,高匿   ,HTTP ,河南郑州
183.129.207.86 ,11206,透明   ,HTTP ,浙江杭州
222.89.32.187  ,9999 ,高匿   ,HTTP ,河南济源
1.199.30.167   ,9999 ,高匿   ,HTTP ,河南漯河
116.208.54.33  ,9999 ,高匿   ,HTTP ,湖北襄阳
120.83.108.77  ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
113.121.22.187 ,9999 ,高匿   ,HTTP ,山东
122.193.246.113,9999 ,高匿   ,HTTP ,江苏南通
121.69.37.6    ,9797 ,透明   ,HTTP ,吉林长春
112.85.171.21  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.169.170 ,9999 ,高匿   ,HTTP ,江苏南通
113.103.227.237,9999 ,高匿   ,HTTP ,广东中山
112.85.129.36  ,9999 ,高匿   ,HTTP ,江苏南通
182.34.37.123  ,9999 ,高匿   ,HTTP ,山东烟台
120.83.107.214 ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
59.37.33.62    ,54474,高匿   ,HTTP ,广东惠州
112.85.168.167 ,9999 ,高匿   ,HTTP ,江苏南通
115.53.22.92   ,9999 ,高匿   ,HTTP ,河南濮阳
120.83.107.235 ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
119.142.76.67  ,9999 ,高匿   ,HTTP ,广东中山
112.87.69.63   ,9999 ,高匿   ,HTTP ,江苏宿迁
113.109.54.5   ,8118 ,透明   ,HTTP ,广东广州市天河区
123.163.122.87 ,9999 ,高匿   ,HTTP ,河南洛阳
113.65.8.137   ,9797 ,透明   ,HTTP ,广东广州
115.53.35.137  ,9999 ,高匿   ,HTTP ,河南濮阳
113.121.21.164 ,9999 ,高匿   ,HTTP ,山东
119.176.85.226 ,9999 ,透明   ,HTTP ,山东潍坊
49.86.178.71   ,9999 ,高匿   ,HTTP ,江苏
163.204.241.14 ,9999 ,高匿   ,HTTP ,广东
112.85.172.96  ,9999 ,高匿   ,HTTP ,江苏南通
163.204.243.155,9999 ,高匿   ,HTTP ,广东
163.204.242.82 ,9999 ,高匿   ,HTTP ,广东
114.239.146.191,808  ,高匿   ,HTTP ,江苏宿迁市泗阳县
163.204.242.215,9999 ,高匿   ,HTTP ,广东
163.204.240.56 ,9999 ,高匿   ,HTTP ,广东
115.159.206.249,80   ,透明   ,HTTP ,河南郑州
119.123.174.61 ,9797 ,透明   ,HTTP ,广东深圳
117.90.7.246   ,9000 ,透明   ,HTTP ,江苏镇江
211.101.154.105,43598,透明   ,HTTP ,北京
113.103.224.31 ,9999 ,高匿   ,HTTP ,广东中山
123.117.38.29  ,9000 ,透明   ,HTTP ,北京
183.163.40.57  ,9999 ,高匿   ,HTTP ,安徽蚌埠
113.103.224.222,9999 ,高匿   ,HTTP ,广东中山
114.249.113.122,9000 ,透明   ,HTTP ,北京
163.204.246.133,9999 ,高匿   ,HTTP ,广东
118.114.209.158,3128 ,透明   ,HTTP ,四川成都
115.239.25.17  ,9999 ,高匿   ,HTTP ,浙江嘉兴
27.43.191.4    ,9999 ,高匿   ,HTTP ,广东梅州
180.118.135.124,9000 ,透明   ,HTTP ,江苏镇江
123.115.116.69 ,9000 ,透明   ,HTTP ,北京
1.192.242.114  ,9999 ,高匿   ,HTTP ,河南郑州
114.225.169.127,53128,高匿   ,HTTP ,江苏无锡
171.38.84.27   ,8123 ,高匿   ,HTTP ,广西玉林
1.192.243.94   ,9999 ,高匿   ,HTTP ,河南郑州
60.13.42.84    ,9999 ,高匿   ,HTTP ,甘肃平凉
60.13.42.28    ,9999 ,高匿   ,HTTP ,甘肃平凉
163.204.247.180,9999 ,高匿   ,HTTP ,广东
113.103.227.68 ,9999 ,高匿   ,HTTP ,广东中山
163.204.242.100,9999 ,高匿   ,HTTP ,广东
163.204.241.0  ,9999 ,高匿   ,HTTP ,广东
163.204.245.206,9999 ,高匿   ,HTTP ,广东
36.248.129.238 ,9999 ,高匿   ,HTTP ,福建福州
163.204.247.101,9999 ,高匿   ,HTTP ,广东
163.204.241.218,9999 ,高匿   ,HTTP ,广东
121.63.198.70  ,9999 ,高匿   ,HTTP ,湖北襄阳
112.85.129.184 ,9999 ,高匿   ,HTTP ,江苏南通
113.121.23.172 ,9999 ,高匿   ,HTTP ,山东
182.34.32.96   ,9999 ,高匿   ,HTTP ,山东烟台
144.255.49.47  ,9999 ,高匿   ,HTTP ,山东
113.121.20.5   ,9999 ,高匿   ,HTTP ,山东烟台市莱阳
182.34.36.203  ,9999 ,高匿   ,HTTP ,山东烟台
112.85.129.194 ,9999 ,高匿   ,HTTP ,江苏南通
163.204.243.141,9999 ,高匿   ,HTTP ,广东
112.85.131.52  ,9999 ,高匿   ,HTTP ,江苏南通
121.238.76.53  ,8118 ,透明   ,HTTP ,江苏南通
112.85.165.26  ,9999 ,高匿   ,HTTP ,江苏南通
113.103.225.103,9999 ,高匿   ,HTTP ,广东中山
112.85.130.65  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.128.143 ,9999 ,高匿   ,HTTP ,江苏南通
112.87.71.162  ,9999 ,高匿   ,HTTP ,江苏宿迁
163.204.243.133,9999 ,高匿   ,HTTP ,广东
211.162.70.229 ,3128 ,透明   ,HTTP ,广东深圳市南山区
60.13.42.60    ,9999 ,高匿   ,HTTP ,甘肃平凉
112.87.69.184  ,9999 ,高匿   ,HTTP ,江苏宿迁
115.53.36.238  ,9999 ,高匿   ,HTTP ,河南濮阳
27.43.188.94   ,9999 ,高匿   ,HTTP ,广东梅州
60.13.42.248   ,9999 ,高匿   ,HTTP ,甘肃平凉
120.83.109.133 ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
1.198.72.53    ,9999 ,高匿   ,HTTP ,河南
120.83.97.241  ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
122.193.244.113,9999 ,高匿   ,HTTP ,江苏南通
112.85.128.102 ,9999 ,高匿   ,HTTP ,江苏南通
163.204.247.154,9999 ,高匿   ,HTTP ,广东
113.121.22.89  ,9999 ,高匿   ,HTTP ,山东
112.85.171.160 ,9999 ,高匿   ,HTTP ,江苏南通
163.204.244.214,9999 ,高匿   ,HTTP ,广东
120.83.104.135 ,9999 ,高匿   ,HTTP ,广东揭阳
163.204.243.1  ,9999 ,高匿   ,HTTP ,广东
112.85.150.250 ,9999 ,高匿   ,HTTP ,江苏南通
112.87.70.10   ,9999 ,高匿   ,HTTP ,江苏宿迁
113.116.58.241 ,9000 ,透明   ,HTTP ,广东深圳
112.85.130.93  ,9999 ,高匿   ,HTTP ,江苏南通
122.193.246.133,9999 ,高匿   ,HTTP ,江苏南通
112.85.130.178 ,9999 ,高匿   ,HTTP ,江苏南通
112.87.69.226  ,9999 ,高匿   ,HTTP ,江苏宿迁
112.85.130.92  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.168.223 ,9999 ,高匿   ,HTTPS,江苏南通
115.213.60.134 ,53281,透明   ,HTTPS,浙江宁波
1.197.204.42   ,9999 ,高匿   ,HTTPS,河南济源
112.85.128.155 ,9999 ,高匿   ,HTTPS,江苏南通
120.83.122.58  ,9999 ,高匿   ,HTTPS,广东揭阳
112.85.169.123 ,9999 ,高匿   ,HTTPS,江苏南通
60.13.42.194   ,9999 ,高匿   ,HTTPS,甘肃平凉
116.208.55.139 ,9999 ,高匿   ,HTTPS,湖北襄阳市宜城
115.238.59.86  ,53400,高匿   ,HTTPS,浙江杭州
144.255.48.199 ,9999 ,高匿   ,HTTPS,山东
112.85.164.249 ,9999 ,高匿   ,HTTPS,江苏南通
60.190.250.120 ,8080 ,高匿   ,HTTPS,浙江杭州
113.121.22.247 ,9999 ,高匿   ,HTTPS,山东
122.193.245.38 ,9999 ,高匿   ,HTTPS,江苏南通
163.204.242.188,9999 ,高匿   ,HTTPS,广东
112.85.148.10  ,9999 ,高匿   ,HTTPS,江苏南通
120.83.105.77  ,9999 ,高匿   ,HTTPS,广东揭阳
1.197.204.73   ,53128,高匿   ,HTTPS,河南济源
60.13.42.251   ,9999 ,高匿   ,HTTPS,甘肃平凉
27.43.188.242  ,9999 ,高匿   ,HTTPS,广东梅州
1.198.73.38    ,9999 ,高匿   ,HTTPS,河南
1.198.73.39    ,9999 ,高匿   ,HTTPS,河南
112.85.170.245 ,9999 ,高匿   ,HTTPS,江苏南通
182.111.64.8   ,21776,高匿   ,HTTPS,江西九江
113.140.1.82   ,53281,透明   ,HTTPS,陕西西安
112.85.128.28  ,9999 ,高匿   ,HTTPS,江苏南通
120.83.107.33  ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
120.83.107.195 ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
117.85.48.4    ,9999 ,高匿   ,HTTPS,江苏无锡
124.160.56.76  ,37511,透明   ,HTTPS,浙江杭州
175.155.142.63 ,1133 ,高匿   ,HTTPS,四川德阳
218.60.8.83    ,3129 ,透明   ,HTTPS,辽宁沈阳
123.163.97.94  ,9999 ,高匿   ,HTTPS,河南洛阳
120.83.105.66  ,9999 ,高匿   ,HTTPS,广东揭阳
112.85.171.99  ,9999 ,高匿   ,HTTPS,江苏南通
114.119.116.92 ,61066,高匿   ,HTTPS,广东深圳
112.87.69.138  ,9999 ,高匿   ,HTTPS,江苏宿迁
60.13.42.113   ,9999 ,高匿   ,HTTPS,甘肃平凉
1.197.203.144  ,9999 ,高匿   ,HTTPS,河南济源
114.67.235.233 ,3128 ,透明   ,HTTPS,北京
123.172.68.180 ,53281,透明   ,HTTPS,吉林长春
222.89.32.190  ,9999 ,高匿   ,HTTPS,河南济源
112.85.168.48  ,9999 ,高匿   ,HTTPS,江苏南通
112.87.68.234  ,9999 ,高匿   ,HTTPS,江苏宿迁
1.197.204.104  ,9999 ,高匿   ,HTTPS,河南济源
112.85.165.173 ,9999 ,高匿   ,HTTPS,江苏南通
116.209.57.241 ,9999 ,高匿   ,HTTPS,湖北仙桃
120.83.122.245 ,9999 ,高匿   ,HTTPS,广东揭阳
61.128.208.94  ,3128 ,透明   ,HTTPS,重庆
121.206.244.135,53281,透明   ,HTTPS,福建南平
1.197.11.50    ,9999 ,高匿   ,HTTPS,河南许昌
1.197.16.63    ,9999 ,高匿   ,HTTPS,河南许昌
1.197.203.14   ,9999 ,高匿   ,HTTPS,河南济源
60.13.42.252   ,9999 ,高匿   ,HTTPS,甘肃平凉
140.246.122.132,808  ,高匿   ,HTTPS,山东
122.193.244.22 ,9999 ,高匿   ,HTTPS,江苏南通
218.75.69.50   ,39590,高匿   ,HTTPS,浙江杭州
121.40.78.138  ,3128 ,透明   ,HTTPS,河北衡水
112.85.167.192 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.167.247 ,9999 ,高匿   ,HTTPS,江苏南通
1.197.203.48   ,9999 ,高匿   ,HTTPS,河南济源
121.231.106.155,9999 ,高匿   ,HTTPS,江苏常州
112.85.128.210 ,9999 ,高匿   ,HTTPS,江苏南通
27.43.187.35   ,9999 ,高匿   ,HTTPS,广东梅州
123.55.39.46   ,53281,透明   ,HTTPS,河南平顶山
221.216.136.215,9000 ,透明   ,HTTPS,北京
218.22.7.62    ,53281,透明   ,HTTPS,安徽合肥
115.213.60.133 ,53281,透明   ,HTTPS,浙江宁波
183.129.207.91 ,11056,透明   ,HTTPS,浙江杭州
27.192.68.104  ,53281,高匿   ,HTTPS,山东潍坊
113.121.22.63  ,9999 ,高匿   ,HTTPS,山东
119.254.94.114 ,45691,高匿   ,HTTPS,北京
1.199.31.87    ,9999 ,高匿   ,HTTPS,河南漯河
180.164.24.165 ,53281,高匿   ,HTTPS,上海
1.199.31.86    ,9999 ,高匿   ,HTTPS,河南漯河
1.192.240.208  ,9999 ,高匿   ,HTTPS,河南郑州
110.189.152.86 ,52277,高匿   ,HTTPS,四川自贡
123.139.56.238 ,9999 ,透明   ,HTTPS,陕西西安
58.247.127.145 ,53281,透明   ,HTTPS,上海
27.43.188.189  ,9999 ,高匿   ,HTTPS,广东梅州
113.119.38.158 ,3128 ,透明   ,HTTPS,广东广州
221.239.86.26  ,46164,高匿   ,HTTPS,天津
124.237.83.14  ,53281,透明   ,HTTPS,河北秦皇岛
116.113.27.170 ,47849,高匿   ,HTTPS,内蒙古呼和浩特
27.40.151.102  ,9999 ,高匿   ,HTTPS,广东湛江
211.159.171.58 ,80   ,高匿   ,HTTPS,北京
220.168.52.245 ,55255,高匿   ,HTTPS,湖南长沙
124.93.201.59  ,59618,高匿   ,HTTPS,辽宁大连
218.241.219.226,9999 ,透明   ,HTTPS,北京
121.69.13.242  ,53281,高匿   ,HTTPS,吉林长春
42.59.87.86    ,1133 ,高匿   ,HTTPS,辽宁
219.142.132.146,40655,高匿   ,HTTPS,北京
113.108.242.36 ,47713,高匿   ,HTTPS,广东广州
180.116.48.17  ,9999 ,高匿   ,HTTPS,江苏常州
117.63.192.131 ,9999 ,高匿   ,HTTPS,江苏常州市溧阳
125.125.46.131 ,8010 ,高匿   ,HTTPS,浙江湖州
113.12.202.50  ,40498,高匿   ,HTTPS,广西南宁
218.24.16.198  ,43620,高匿   ,HTTPS,辽宁铁岭
117.90.2.101   ,9999 ,高匿   ,HTTPS,江苏镇江
113.121.20.203 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
60.216.101.46  ,59351,高匿   ,HTTP ,山东济南
120.83.100.96  ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
114.239.150.71 ,808  ,高匿   ,HTTP ,江苏宿迁市泗阳县
112.85.170.23  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.128.210 ,9999 ,高匿   ,HTTPS,江苏南通
27.43.187.35   ,9999 ,高匿   ,HTTPS,广东梅州
222.189.191.66 ,9999 ,高匿   ,HTTP ,江苏扬州
171.11.178.255 ,9999 ,高匿   ,HTTP ,河南
171.11.179.2   ,9999 ,高匿   ,HTTP ,河南
27.192.68.104  ,53281,高匿   ,HTTPS,山东潍坊
113.121.22.63  ,9999 ,高匿   ,HTTPS,山东
183.163.46.169 ,9999 ,高匿   ,HTTP ,安徽蚌埠
180.119.68.10  ,9999 ,高匿   ,HTTP ,江苏扬州
171.12.113.47  ,9999 ,高匿   ,HTTP ,河南
163.204.242.122,9999 ,高匿   ,HTTP ,广东
118.181.226.216,36430,高匿   ,HTTP ,甘肃兰州
163.204.244.206,9999 ,高匿   ,HTTP ,广东
117.91.250.9   ,9999 ,高匿   ,HTTP ,江苏扬州
119.254.94.114 ,45691,高匿   ,HTTPS,北京
1.199.31.87    ,9999 ,高匿   ,HTTPS,河南漯河
180.164.24.165 ,53281,高匿   ,HTTPS,上海
1.199.31.86    ,9999 ,高匿   ,HTTPS,河南漯河
1.192.240.208  ,9999 ,高匿   ,HTTPS,河南郑州
110.189.152.86 ,52277,高匿   ,HTTPS,四川自贡
60.2.44.182    ,30963,高匿   ,HTTP ,河北唐山
121.225.26.10  ,8118 ,高匿   ,HTTP ,江苏南京
222.184.7.206  ,40908,高匿   ,HTTP ,江苏淮安
223.241.78.236 ,8010 ,高匿   ,HTTP ,安徽芜湖
60.13.42.206   ,9999 ,高匿   ,HTTP ,甘肃平凉
27.43.188.189  ,9999 ,高匿   ,HTTPS,广东梅州
221.239.86.26  ,46164,高匿   ,HTTPS,天津
116.113.27.170 ,47849,高匿   ,HTTPS,内蒙古呼和浩特
27.40.151.102  ,9999 ,高匿   ,HTTPS,广东湛江
211.159.171.58 ,80   ,高匿   ,HTTPS,北京
113.119.38.55  ,3128 ,高匿   ,HTTP ,广东广州
220.168.52.245 ,55255,高匿   ,HTTPS,湖南长沙
124.93.201.59  ,59618,高匿   ,HTTPS,辽宁大连
121.69.13.242  ,53281,高匿   ,HTTPS,吉林长春
42.59.87.86    ,1133 ,高匿   ,HTTPS,辽宁
219.142.132.146,40655,高匿   ,HTTPS,北京
113.108.242.36 ,47713,高匿   ,HTTPS,广东广州
180.116.48.17  ,9999 ,高匿   ,HTTPS,江苏常州
117.63.192.131 ,9999 ,高匿   ,HTTPS,江苏常州市溧阳
125.125.46.131 ,8010 ,高匿   ,HTTPS,浙江湖州
113.12.202.50  ,40498,高匿   ,HTTPS,广西南宁
1.197.10.151   ,9999 ,高匿   ,HTTP ,河南许昌
120.83.104.34  ,9999 ,高匿   ,HTTP ,广东揭阳
218.24.16.198  ,43620,高匿   ,HTTPS,辽宁铁岭
114.223.102.200,8118 ,高匿   ,HTTP ,江苏无锡
115.219.12.145 ,8118 ,高匿   ,HTTP ,浙江温州
222.185.130.185,9999 ,高匿   ,HTTP ,江苏常州
175.42.68.248  ,9999 ,高匿   ,HTTP ,福建宁德
117.90.2.101   ,9999 ,高匿   ,HTTPS,江苏镇江
113.121.20.203 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
171.83.167.190 ,9999 ,高匿   ,HTTPS,
223.241.79.234 ,8010 ,高匿   ,HTTPS,安徽芜湖
223.242.131.98 ,9999 ,高匿   ,HTTPS,安徽阜阳
114.67.237.32  ,808  ,高匿   ,HTTP ,北京
117.90.4.193   ,9999 ,高匿   ,HTTP ,江苏镇江
210.22.176.146 ,32153,高匿   ,HTTPS,上海
116.209.58.246 ,9999 ,高匿   ,HTTPS,湖北仙桃
60.10.22.229   ,56086,高匿   ,HTTPS,河北廊坊
222.89.32.166  ,9999 ,高匿   ,HTTP ,河南济源
163.204.247.250,9999 ,高匿   ,HTTP ,广东
1.197.204.143  ,9999 ,高匿   ,HTTPS,河南济源
49.84.195.192  ,9999 ,高匿   ,HTTP ,江苏苏州
1.197.204.68   ,9999 ,高匿   ,HTTP ,河南济源
171.11.179.221 ,9999 ,高匿   ,HTTP ,河南
1.198.73.248   ,9999 ,高匿   ,HTTP ,河南
163.204.242.142,9999 ,高匿   ,HTTP ,广东
1.198.73.240   ,9999 ,高匿   ,HTTP ,河南
113.121.20.13  ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
112.85.128.146 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.168.192 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.169.112 ,9999 ,高匿   ,HTTPS,江苏南通
111.177.165.34 ,9999 ,高匿   ,HTTP ,湖北随州
112.85.170.115 ,9999 ,高匿   ,HTTPS,江苏南通
175.155.142.49 ,808  ,高匿   ,HTTPS,四川德阳
112.85.148.46  ,9999 ,高匿   ,HTTPS,江苏南通
122.193.230.204,9999 ,高匿   ,HTTPS,江苏南通
60.13.42.32    ,9999 ,高匿   ,HTTPS,甘肃平凉
113.121.20.178 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
182.88.167.145 ,8123 ,高匿   ,HTTP ,广西南宁
1.198.72.85    ,9999 ,高匿   ,HTTP ,河南
120.83.106.144 ,9999 ,高匿   ,HTTP ,广东揭阳
112.85.173.110 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.171.135 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.171.102 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.175.84  ,9999 ,高匿   ,HTTP ,江苏南通
222.89.32.132  ,9999 ,高匿   ,HTTPS,河南济源
120.83.105.217 ,9999 ,高匿   ,HTTP ,广东揭阳
112.85.130.150 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.170.150 ,9999 ,高匿   ,HTTP ,江苏南通
112.87.65.172  ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.151.83  ,9999 ,高匿   ,HTTPS,江苏南通
113.121.21.218 ,9999 ,高匿   ,HTTP ,山东
112.87.70.204  ,9999 ,高匿   ,HTTP ,江苏宿迁
27.40.136.187  ,9999 ,高匿   ,HTTP ,广东湛江
60.13.42.90    ,9999 ,高匿   ,HTTP ,甘肃平凉
221.218.102.146,33323,高匿   ,HTTPS,北京
115.171.152.13 ,9000 ,透明   ,HTTP ,北京
113.116.51.250 ,8118 ,高匿   ,HTTP ,广东深圳
112.85.151.126 ,9999 ,高匿   ,HTTP ,江苏南通
175.148.76.161 ,1133 ,高匿   ,HTTP ,辽宁葫芦岛
1.192.240.233  ,9999 ,高匿   ,HTTP ,河南郑州
125.123.140.92 ,9999 ,高匿   ,HTTP ,浙江嘉兴
119.176.169.232,9999 ,高匿   ,HTTP ,山东临沂
117.63.1.132   ,9999 ,高匿   ,HTTP ,江苏常州
123.188.216.206,9999 ,高匿   ,HTTP ,辽宁
182.34.22.237  ,9999 ,高匿   ,HTTP ,山东烟台
117.90.252.9   ,9999 ,高匿   ,HTTP ,江苏镇江
180.116.59.70  ,9999 ,高匿   ,HTTP ,江苏常州
112.85.131.205 ,9999 ,高匿   ,HTTP ,江苏南通
163.204.241.210,9999 ,高匿   ,HTTP ,广东
113.124.84.132 ,9999 ,高匿   ,HTTP ,山东烟台
123.163.96.118 ,9999 ,高匿   ,HTTP ,河南洛阳
163.204.244.219,9999 ,高匿   ,HTTP ,广东
124.94.195.29  ,9999 ,高匿   ,HTTP ,辽宁阜新
1.192.240.103  ,9999 ,高匿   ,HTTP ,河南郑州
49.86.177.170  ,9999 ,高匿   ,HTTP ,江苏
101.251.216.103,8080 ,透明   ,HTTP ,北京
112.85.151.7   ,9999 ,高匿   ,HTTP ,江苏南通
112.85.173.34  ,9999 ,高匿   ,HTTP ,江苏南通
112.87.65.173  ,9999 ,高匿   ,HTTP ,江苏宿迁
113.121.21.39  ,9999 ,高匿   ,HTTP ,山东
115.53.32.229  ,9999 ,高匿   ,HTTP ,河南濮阳
112.95.20.207  ,8888 ,透明   ,HTTP ,广东深圳
125.115.182.54 ,3128 ,高匿   ,HTTP ,浙江宁波
218.73.141.167 ,9999 ,高匿   ,HTTP ,浙江温州
112.87.69.112  ,9999 ,高匿   ,HTTP ,江苏宿迁
123.8.123.129  ,9999 ,高匿   ,HTTP ,河南濮阳
171.80.3.14    ,9999 ,高匿   ,HTTP ,
113.121.20.205 ,9999 ,高匿   ,HTTP ,山东烟台市莱阳
123.245.1.115  ,808  ,高匿   ,HTTP ,辽宁沈阳
163.204.241.44 ,9999 ,高匿   ,HTTP ,广东
171.80.2.103   ,9999 ,高匿   ,HTTP ,
163.204.241.97 ,9999 ,高匿   ,HTTP ,广东
163.204.244.103,9999 ,高匿   ,HTTP ,广东
112.85.129.233 ,9999 ,高匿   ,HTTP ,江苏南通
223.241.116.102,8010 ,高匿   ,HTTP ,安徽
112.87.68.252  ,9999 ,高匿   ,HTTP ,江苏宿迁
112.85.170.80  ,9999 ,高匿   ,HTTP ,江苏南通
117.68.190.38  ,8118 ,高匿   ,HTTP ,安徽合肥市巢湖
113.121.22.218 ,9999 ,高匿   ,HTTP ,山东
112.95.20.208  ,8888 ,透明   ,HTTP ,广东深圳
